sentence,label,idx
@BullsFam I got worried @BullsFam !!!! Welcome back!!! Happy New Year! #SeeRed,1,170

"Chinese New Year Party 2019
.
Creative Director : @faridsyazwan 
Lensman : @faridsyazwan 
Make Up : hafinimalik 
Hair : hafinimalik 
Model : zaradelisha15… https://t.co/YPYiee8TTH",1,171

"Thank you, @nwasianweekly for the write-up! We still can't believe how much fun we had and that we raised over $450,000.00!  #40MoreYears #IamKeiro #KNWLNY https://t.co/ZsI7uksm6s",1,172

"Fellas, NO ONE wants your happy Valentine’s Day unless she want YOU ...just like we don’t want your Happy New Year, Merry Christmas, happy 4th Foh.",1,173

"RagsRiches your important #IMPEACH45 TREASON DONALD J TRUMP don't know what you think your audience is 👼 and friends saying hello Sincerely Happy New Year's Resolution #ReachingGoals #RideLikeASoldier
#JustDoThatDance
#HelpForLove
#SpreadYourWings
#impeach45 #HappyValentinesDay https://t.co/my9GBj21ge",1,174

"Happy Valentines Day to all my business partners, friends and clients! #mortgagespecialist #lender #lovemywork #hustleinheels #leslielendslv #holidays #speadthejoy #homeowners… https://t.co/CeE3iK1kHy",1,175

Ugh I’m so embarrassed. 2 weeks after Chinese New Year and I accidentally wrote “dog” on the check instead of “pig.”,1,176

Happy Chinese New Year - year of the pig. And my fortune is a good one!  Thanks #UMSL! https://t.co/rG9hi6pmpy,1,177

Chinese New Year celebration by our amazing kindergarten students today at Global Gathering. Celebração do Ano Novo Chinês pelos nossos alunos incríveis do kindergarten hoje. https://t.co/gSrwkZe7xd,1,178

"@KateElizabethB_ Yesss, happy new year babe 😘",1,179

"The reason people eat dumpling or jiǎozi (饺子) during #ChineseNewYear because they resemble “元宝” (Sycee / YuanBao), a form of old #Chinese currency that's nuggets of gold or silver. The similarly shaped 🥟 has become a symbol of prosperity &amp; wealth for the New Year. #symbolism https://t.co/zogAU9EGyJ",1,180

"Preparations are under way @sdchm join us this weekend Saturday, February 16 &amp; Sunday, February 17 as we celebrate the 37th annual San Diego Chinese New Year Fair. #annualfair… https://t.co/9tNrfXDKWe",1,181

"I’m happy that love does not know failure nor hatefulness. Without it none of us would be to each other, anything. We love us, God is love, happy new year blessings and love. I loved spending the day with everyone in the spirit, Peace and love!!!",1,182

Three days in Anaheim &amp; I am slumped. We had so much fun celebrating Lunar New Year and Valentine’s Day. #untilnexttime,1,183

Tomorrow night we’re still on that Chinese New Year tip! Which means since vueseattle was closed last week because of #snowmageddon we have your red envelopes for you tomorrow night!… https://t.co/I6oaqv27bx,1,184

Our Lunar New Year parade! I’m very proud of these lion dancers who created a 6-foot dragon during makerspace indoor recess. #CreateInspire #celebrateculture https://t.co/Bnzm3HZJos,1,185

Our Champion Intergenerational Center site celebrated the Lunar New Year this week by having an OSU Occupational Therapy student &amp; her mom come in and share the intergenerational traditions of this important holiday. https://t.co/o391gF7BT5,1,186

"I got a “happy new year” greeting in an email I received this morning, Feb. 15. https://t.co/q87kjVX9h3",1,187

We asked our 8th grade kids about the Lunar New Year celebration- and here are their thoughts https://t.co/VL8sheQSjv,1,188

💪 😂.... There's a first time for everything #holidays #vacation #orlando https://t.co/H0oBgVMytY,1,189

"P.S. 130 Chinese New Year Show and Luncheon. (@ PS 130 in New York, NY) https://t.co/Jkfjvvmd5i",1,190

"@Joe4more 
@realDonaldTrump : Your Boy https://t.co/s6TWhDJstr",1,191

"Check out this video of me from the Chinese Lunar New Year Festival!! #togetherin3 @ DeKalb County, Georgia https://t.co/pY7mk0T1K2",1,192

"Day 14 recap: homemade meals all day. Took the bus like a good little saver. Was sent 20 bucks from mom for Chinese New Year 🧧 

🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶",1,193

"Be selfish and take a break from responsibilities if only for a bit. This hot springs is perfect for mind, body and spirit!
•
•
•
•
•
#relax #chill #pool #relaxing #enjoy #mare #holidays… https://t.co/TLNoeXBd09",1,194

"@KONTENTLY @emrazz I love my fellow animals first. Humans come in after cats, dogs, lemurs, mustelines. Happy Chinese Lunar New Year of the Celestial Piglet. https://t.co/wH9cecqeFD",1,195

"Final weekend for Lunar New Year festivities at Disneyland...
#yearofthepig #lunarnewyear #chinesenewyear #disneyland #dca #disneycaliforniaadventure #californiaadventure #disney… https://t.co/iVnUq71mqu",1,196

@AndreaYWang My 4th graders loved hearing your story The Nian Monster!! 🐲🍜🎇 They have learned lots about Chinese New Year this month. https://t.co/wBwAmGTb3C https://t.co/FwaZUhxYNz,1,197

Lunar New Year with Josiah Quincy Elementary students performing! @ Tufts Medical Center https://t.co/XRv6iKeCaL,1,198

Chinese New Year Visit https://t.co/NEyc2DzXLF #PFCPiggyBank #Sweepstakes I want to try the Pink Pig Spritz cocktail,1,199

Chinese New Year Celebration! https://t.co/yjMdEJXCgZ,1,200

Happy Friday! It’s the last weekend for the Lunar New Year Celebration at DCA! Will anyone be at the parks on Sunday? Looking to film a food tasting video if anyone wants to come join 😊 @… https://t.co/XEIo2x9sOp,1,201

Happy New Year! https://t.co/afvTTUmMxS,1,202

@Bionca This!! They've been celebrating Lunar New Year all month (they're having a parade next week)? And OF COURSE she asked if I want to help with BHM programming. Currently crafting my reply. #notokay,1,203

"February 17 is Orlando’s annual Dragon Parade Lunar New Year Festival, hosted by Asia Trend Magazine and local cultural organizations, complete with food stands where some of these celebratory goodies can be found. Check it out here: https://t.co/PX9v5RiabQ https://t.co/cgOPoYh9xq",1,204

"What an amazing night,  hanging out with old friends and new,  the last Lunar New Year celebration with @itworks_usa and their President Ruediger Albers, who taught me to ""count backward""… https://t.co/Wd6wjaTsBi",1,205

"It wouldn’t be Chinese New Year without a visit to @YankSing including the sweet treats, at the end of a dim sum lunch (I particularly love the custard tarts. @ Yank Sing https://t.co/mhdSXG0gQa",1,206

Word is out! The Lunar New Year Celebration thrown by Councilwoman @DianaAyalaNYC and @UnionSettlement at the Johnson Ctr is a MUST. Sgt Siddique from @NYPDCommAffairs Outreach team came to #EastHarlem today to feel the magic. Great job everyone! https://t.co/bk314f24SC,1,207

Celebrating the New Year with the Chinese American International School! https://t.co/jxmq5KclTV,1,208

Help me to win the Awesome bedding @BedStory! https://t.co/f2JAr2tFGg,1,209

"Outstanding performances by students from @BPSQuincyElem @jqorchestra at a Lunar New Year Celebration today sponsored by @TuftsMedicalCtr. Great to join Chief @Marty__Martinez, @ONS_Chinatown, executives/staff from the hospital and residents of Boston. @BPSiCreate https://t.co/R8MHVcO7Io",1,210

"TY! W PTO Cultural Arts Comm. w/ C. C-Hartman &amp; M. Chen coordinated a fantastic presentation featuring Yin He Dance company, a Chicago-based Chinese Dance Company, in honor of Chinese New Year. Beautiful dance movements and engaged audience! https://t.co/Lurc28K1CL  #d30learns https://t.co/sdOtTmEbFj",1,211

#characters #personajes #magickingdom #epcot #animalkingdom #hollywoodstudios #disneyworld #orlando #florida #eeuu #usa #todoelveranovendiendohorchataparaesto #holidays #vacaciones… https://t.co/MvvzYE1MPm,1,212

"Daily Lineups Announced!!! 💀🌹 SWIPE ⬅️ This year, we're celebrating Mardi Gras, New Year's Eve &amp; Chinese New Year with performances from:

@oteilburbridge @RebirthBB @MelvinSealsJGB… https://t.co/l24CyZRXoy",1,213

#characters #personajes #magickingdom #epcot #animalkingdom #hollywoodstudios #disneyworld #orlando #florida #eeuu #usa #todoelveranovendiendohorchataparaesto #holidays #vacaciones… https://t.co/qRmd225jrE,1,214

Looking for great #gift #card #deals for #birthdays and #holidays? GET 10% OFF w/code “giftcard10” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/DA5wfV7Th0,1,215

Looking for great #gift #card #deals for #birthdays and #holidays? GET 10% OFF w/code “giftcard10” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/eDtG5CZugZ,1,216

Looking for great #gift #card #deals for #birthdays and #holidays? GET 10% OFF w/code “giftcard10” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/KisHsADkSc,1,217

Looking for great #gift #card #deals for #birthdays and #holidays? GET 10% OFF w/code “giftcard10” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/4sTciSgDJ9,1,218

Looking for great #gift #card #deals for #birthdays and #holidays? GET 10% OFF w/code “giftcard10” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/nuFYAKb1MH,1,219

Looking for great #gift #card #deals for #birthdays and #holidays? GET 10% OFF w/code “giftcard10” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/TTBfaHVDzF,1,220

Looking for great #gift #card #deals for #birthdays and #holidays? GET 10% OFF w/code “giftcard10” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/hnTt1X00IL,1,221

The Chloe Tess bag has a new gorgeous Year of the Pig print by artist rithikamerchant – part of the Lunar New Year capsule collection. Tap the link in our bio for more information on Year… https://t.co/9X4RYfh0BC,1,222

Inspired by great costumes I saw in Hong Kong during the Chinese New Year Parade last week. https://t.co/WAwvjjULrU,1,223

Happy New Year's Day @scbaseball and @SCHS__SOFTBALL !!,1,224

Chinese New Year Visit https://t.co/i5o7YFTEb4 #PFCPiggyBank #Sweepstakes,1,225

"Ping-ka-boo! Mr Ping at @unistudios during Lunar New Year. 
#lunarnewyear #chinesenewyear #yearofthepig #mrping #mrpingsnoodles #dreamworksanimation #kungfupanda #unistudios… https://t.co/jNAkfEJI24",1,226

Celebrating the Lunar Chinese New Year with Coney Island Seaside Innovative Senior Center. @ Coney Island Seaside Innovative Senior Center https://t.co/50siJdS1xQ,1,227

"The Intermediate School celebrated Chinese New Year with presentations from the students that included songs, dances, and a shadow puppet play. 🧧 #cssh #carrollton #ChineseNewYear 🐷 #WeAreSacredHeart https://t.co/CDQXdC4Uhr",1,228

"The Intermediate School celebrated Chinese New Year with presentations from the students that included songs, dances, and a shadow puppet play. 🧧 #cssh #carrollton #ChineseNewYear 🐷 #WeAreSacredHeart https://t.co/CTPwyjZqdl",1,229

"The Intermediate School celebrated Chinese New Year with presentations from the students that included songs, dances, and a shadow puppet play. 🧧 #cssh #carrollton #ChineseNewYear 🐷 #WeAreSacredHeart https://t.co/Hj6EI0sL5M",1,230

"The Intermediate School celebrated Chinese New Year with presentations from the students that included songs, dances, and a shadow puppet play. 🧧 #cssh #carrollton #ChineseNewYear 🐷 #WeAreSacredHeart https://t.co/4KhzoZ4RfE",1,231

"Happy New Year, @FSUBaseball! 🍢⚾️ https://t.co/1FIoJAdAev",1,232

Just entered to win a @Kahikifoods Chinese New Year LootBox! So crazy! I want it to be mine! #kahiki https://t.co/SO6e9HqzW1,1,233

Chinese New Year Visit https://t.co/h77HT5cWKL #PFCPiggyBank #Sweepstakes,1,234

Dishes for Chinese New Year in Yunnan: How are pork ribs made to last a ... https://t.co/BrYemREXZE via @YouTube,1,235

"The new lunar calendar says it’s “The Year of the Pig” and we invite you to Miramar to celebrate all month long with our “Aswang” Pork Belly Banh Mi ‼️‼️🥓🐷🥓🐽🐽
📍Miramar Location… https://t.co/RPMdOE4Z4j",1,236

"The new lunar calendar says it’s “The Year of the Pig” and we invite you to Miramar to celebrate all month long with our “Aswang” Pork Belly Banh Mi ‼️‼️🥓🐷🥓🐽🐽
📍Miramar Location… https://t.co/wGD1zBlHBB",1,237

Chinese New Year Visit https://t.co/N3Qq9Ybywe #PFCPiggyBank #Sweepstakes,1,238

"The Pig Freeze: Lunar New Year 2019 festivities are still in effect! Tonight at 6pm 🐷 Piggie Ice Sculpture unveiled on the Roosevelt Collections Shop Plaza #YearofthePig Lion Dance at 7pm @RCshops @chifoodtruckz
📍Roosevelt Collections
⏰6-8pm Friday 2/15 https://t.co/kI1jIyFiJK",1,239

Chinese New Year Visit https://t.co/l35ZwTBQWZ #PFCPiggyBank #Sweepstakes,1,240

"Celebrate 🐷 Lunar New Year at Bellagio Las #Vegas https://t.co/1xsl0nIE2p

Year of The 🐖 Pig 🏵️ Floral Display 2019

📹 @24k #video #chinesenewyear #travel #Vegas #NewYear2019 #LunarNewYear #CNY #CNY19 #LasVegas #ChineseNewYear2019 #YearOfThePig https://t.co/meWXncgTCL",1,241

CPC Brooklyn Senior Services Lunar New Year Celebration @JustinBrannan @cpc_nyc https://t.co/VOIUup3BbU,1,242

"Wishing you and your family a #HappyLunarNewYear! Come meet our heroic members at the 2019 Lunar New Year Parade in #Chinatown on Feb. 17. For more information, please visit https://t.co/dqK5WBN161. https://t.co/jkgeA6HVBA",1,243

"Chinese New Year celebration!  Yes, we celebrate by eating Chinese food. 😙😁
#WildFoodieTours #SanDiego #chinesefood #food #tour #ChineseNewYear #yearofthepig #lunarnewyear #CNY #foodpics… https://t.co/IREE36Gq3Z",1,244

"Come by tomorrow, February 16th at 11:00! wahngailiondancehawaii will be performing and blessing hawaiikaitownecenter for Chinese New Year! @ Hawaii Kai Towne Center https://t.co/vYm04iRwqu",1,245

@PaulB9585 neither of us observe the Chinese New Year,1,246

"someone just wished me a happy new year. dude, what? we’re more than half way through February already.",1,247

"Now here's a difference bt #FGO KR &amp; NA servers I didn't expect. For Void Shiki's Valentine's chocolate cutscene, KR lacks the lunar new year's decorations of NA. I think she even referenced the room in her NA dialogue. https://t.co/bWZDs8AI54",1,248

"Union Square 🇺🇸

#Love #M #USA #Travel #holidays à Union Square, San Francisco https://t.co/lSmCOEFkTP",1,249

Wow! What an amazing night in NYC with our travel partners celebrating Lunar New Year. Thanks to the travel community in Flushing NY for the warm welcome @AirCanada #AClovestheyearofthePig https://t.co/lATtOkD8IP,1,250

"Pitchers and catchers reporting and live baseball on @MLBNetwork ! Happy New Year, everyone!",1,251

"Lunar New Year dinner #AGN (at @Google San Francisco in San Francisco, CA) https://t.co/SiQ6Ki3R0Z",1,252

"Indonesia annually celebrates 4 New Years incl Tahun Baru Imlek or Lunar New Year as part of the beautiful diversity mosaic of Indonesian unity,” said a rep from @kbriwashdc, while also mentioning the other 3 New Years: Gregorian, Islamic Hijriyah, &amp; Hindus Saka. #IniDiplomasi https://t.co/ykdQ1Yin1t",1,253

"Checkr: Lunar New Year Season’s Greetings 🧧

#LDM #LionDanceME  #liondance #yaukungmoon #ykm  #martialarts #kungfu #agt #ykmworld #柔功門 #checkr @ Checkr https://t.co/fRjXtpkbEz",1,254

"Chinese New Year Rappers @ California State University, San Bernardino College of Extended Learning https://t.co/RVY0S5aEDV",1,255

"Chinese opera rendition by CSUSB’s Happy New Year celebration @ California State University, San Bernardino College of Extended Learning https://t.co/vfLqAOmFM6",1,256

Let the roadtrip begin ❣ #littlesimoninamerica #roadtrip #california #sanfrancisco #goldengatebridge #holidays #goodtimes #love #gaycouple #boyfriends #gayboys #gayguys #gaylove @ Golden… https://t.co/C8p1cpLUWL,1,257
